date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2011-05-25,25,May,2011,53,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 48",4,2171,3578,2479,8684,11163
2011-05-25,25,May,2011,54,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-550-W Yellow, 40",1,713,1120,161,713,874
2011-05-26,26,May,2011,18,Youth,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 56",2,2171,3578,1240,4342,5582
2011-05-26,26,May,2011,36,Adults,F,"United States",California,Bikes,"Road Bikes","Road-650 Red, 62",1,487,783,280,487,767
2011-05-26,26,May,2011,36,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,822,2852,3674
2011-05-26,26,May,2011,40,Adults,F,Australia,Victoria,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,656,2171,2827
2011-05-26,26,May,2011,52,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-550-W Yellow, 38",3,713,1120,1087,2139,3226
2011-05-26,26,May,2011,53,Adults,M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1335,2171,3506
2011-05-27,27,May,2011,31,"Young Adults",M,France,"Seine (Paris)",Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,99,344,443
2011-05-27,27,May,2011,33,"Young Adults",F,Australia,"New South Wales",Bikes,"Mountain Bikes","Mountain-200 Black, 38",3,1252,2295,2234,3756,5990
2011-05-27,27,May,2011,33,"Young Adults",F,Germany,Saarland,Bikes,"Road Bikes","Road-150 Red, 44",4,2171,3578,3052,8684,11736
2011-05-27,27,May,2011,50,Adults,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,503,1376,1879
2011-05-27,27,May,2011,51,Adults,F,"United States",Washington,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,620,2171,2791
2011-05-28,28,May,2011,24,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
2011-05-28,28,May,2011,31,"Young Adults",F,Australia,Queensland,Bikes,"Mountain Bikes","Mountain-200 Black, 46",2,1252,2295,1352,2504,3856
2011-05-28,28,May,2011,34,"Young Adults",M,"United States",California,Bikes,"Road Bikes","Road-150 Red, 56",1,2171,3578,1335,2171,3506
2011-05-28,28,May,2011,44,Adults,M,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,99,344,443
2011-05-28,28,May,2011,48,Adults,M,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,110,344,454
2011-05-29,29,May,2011,32,"Young Adults",F,France,Essonne,Bikes,"Road Bikes","Road-150 Red, 62",1,2171,3578,1264,2171,3435
2011-05-30,30,May,2011,32,"Young Adults",F,"United States",Oregon,Bikes,"Road Bikes","Road-150 Red, 48",1,2171,3578,906,2171,3077
2011-05-30,30,May,2011,35,Adults,F,"United States",California,Bikes,"Mountain Bikes","Mountain-500 Black, 42",4,295,540,937,1180,2117
2011-05-30,30,May,2011,41,Adults,F,"United States",California,Bikes,"Road Bikes","Road-750 Black, 52",2,344,540,370,688,1058
2011-05-30,30,May,2011,42,Adults,F,Australia,Tasmania,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,848,3110,3958
2011-05-30,30,May,2011,44,Adults,F,"United States",California,Bikes,"Road Bikes","Road-150 Red, 62",2,2171,3578,2671,4342,7013
2011-05-30,30,May,2011,47,Adults,F,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-05-30,30,May,2011,52,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-350-W Yellow, 48",1,1083,1701,244,1083,1327
2011-05-31,31,May,2011,35,Adults,M,"United States",California,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
2011-05-31,31,May,2011,42,Adults,M,"United States",Oregon,Bikes,"Road Bikes","Road-650 Red, 48",1,487,783,186,487,673
2011-05-31,31,May,2011,48,Adults,F,"United States",California,Bikes,"Road Bikes","Road-550-W Yellow, 40",3,713,1120,1154,2139,3293
2011-06-01,1,June,2011,18,Youth,M,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 58",1,344,540,110,344,454
2011-06-01,1,June,2011,38,Adults,F,France,Somme,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,763,2171,2934
2011-06-01,1,June,2011,41,Adults,M,"United States",California,Bikes,"Road Bikes","Road-750 Black, 48",1,344,540,185,344,529
2011-06-01,1,June,2011,43,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-550-W Yellow, 48",4,713,1120,1449,2852,4301
2011-06-02,2,June,2011,18,Youth,F,Australia,Queensland,Bikes,"Road Bikes","Road-550-W Yellow, 48",1,713,1120,228,713,941
2011-06-02,2,June,2011,18,Youth,F,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 44",1,344,540,99,344,443
2011-06-02,2,June,2011,18,Youth,M,Australia,Queensland,Bikes,"Road Bikes","Road-750 Black, 58",2,344,540,219,688,907
2011-06-02,2,June,2011,18,Youth,M,Australia,"South Australia",Bikes,"Road Bikes","Road-750 Black, 58",2,344,540,198,688,886
2011-06-02,2,June,2011,20,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 52",1,344,540,126,344,470
2011-06-02,2,June,2011,21,Youth,M,Germany,Nordrhein-Westfalen,Bikes,"Road Bikes","Road-550-W Yellow, 42",2,713,1120,523,1426,1949
2011-06-02,2,June,2011,24,Youth,F,Australia,"New South Wales",Bikes,"Road Bikes","Road-250 Black, 52",1,1555,2443,570,1555,2125
2011-06-02,2,June,2011,27,"Young Adults",M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-400-W Silver, 46",4,420,769,1273,1680,2953
2011-06-02,2,June,2011,31,"Young Adults",M,Canada,"British Columbia",Bikes,"Road Bikes","Road-350-W Yellow, 48",3,1083,1701,1803,3249,5052
2011-06-02,2,June,2011,38,Adults,M,Germany,Saarland,Bikes,"Road Bikes","Road-150 Red, 52",1,2171,3578,763,2171,2934
2011-06-02,2,June,2011,40,Adults,F,"United States",California,Bikes,"Road Bikes","Road-250 Black, 58",2,1555,2443,1678,3110,4788
2011-06-02,2,June,2011,43,Adults,M,"United Kingdom",England,Bikes,"Road Bikes","Road-550-W Yellow, 48",2,713,1120,724,1426,2150
2011-06-03,3,June,2011,41,Adults,M,"United States",Washington,Bikes,"Road Bikes","Road-650 Black, 58",2,487,783,247,974,1221
2011-06-03,3,June,2011,42,Adults,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-550-W Yellow, 42",3,713,1120,1187,2139,3326
2011-06-03,3,June,2011,62,Adults,F,Australia,Victoria,Bikes,"Mountain Bikes","Mountain-200 Silver, 42",1,1266,2320,567,1266,1833
2011-06-04,4,June,2011,18,Youth,M,Australia,"New South Wales",Bikes,"Road Bikes","Road-750 Black, 44",4,344,540,503,1376,1879
2011-06-04,4,June,2011,18,Youth,M,Canada,"British Columbia",Bikes,"Road Bikes","Road-150 Red, 48",2,2171,3578,2742,4342,7084
2011-06-04,4,June,2011,19,Youth,F,"United States",California,Bikes,"Road Bikes","Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
2011-06-04,4,June,2011,27,"Young Adults",F,Germany,Saarland,Bikes,"Road Bikes","Road-750 Black, 48",4,344,540,395,1376,1771
2011-06-04,4,June,2011,29,"Young Adults",M,"United Kingdom",England,Bikes,"Mountain Bikes","Mountain-200 Black, 38",3,1252,2295,2854,3756,6610
